license_year,license_number,animals_name,species,primary_breed,secondary_breed,weight_kg
2018,LN213964,Max,Dog,"Terrier, American Pit Bull",Unknown,17.53
2018,LNS144234,Hailey,Dog,Brittany,Unknown,19.71
2017,LN141418,Linus,Dog,"Bulldog, French",Unknown,23.86
2018,LNS143863,Sophie,Dog,"Terrier, Cairn",Unknown,22.1
2018,LNS113064,Muffin,Dog,Havanese,Unknown,21.79
2017,LNS129787,Fritz,Dog,Miniature Pinscher,Italian Greyhound,20.92
2018,LNS140845,Rosie,Dog,"Terrier, Boston","Chihuahua, Short Coat",15.8
2018,LN443297,Zennor,Dog,"Pointer, German Wirehaired","Retriever, Labrador",20.33
2018,LNS104075,Bonnie,Dog,Border Collie,Mix,20.72
2018,LN960177,Jelli,Dog,"Retriever, Golden","Poodle, Miniature",25.1
2018,LNS113276,Rosie,Dog,"Retriever, Labrador",Unknown,20.6
2016,LN22873,Molly,Dog,"Terrier, Yorkshire",Maltese,18.7
2018,LN216244,Jasmine,Dog,Boxer,Unknown,28.76
2018,LNS139939,Ludo,Dog,"Terrier, Pit Bull",Mix,17.09
2017,LNS108592,Colt,Dog,"Setter, English",Unknown,23.54
2018,LN211677,Mango,Dog,"Retriever, Golden",Unknown,22.27
2016,LN132101,Jordon,Dog,"Retriever, Labrador",Unknown,20.72
2016,LN24880,Charlie,Dog,Rhodesian Ridgeback,Unknown,24.95
2018,LNS110653,Buster,Dog,Great Dane,Unknown,23.93
2017,LN834695,Neville,Dog,Border Collie,Mix,32.63
2017,LNS126073,Bingley,Dog,"Poodle, Standard","Terrier, Soft Coated Wheaten",20.07
2018,LNS118615,Cooper,Dog,German Shepherd,Unknown,21.49
2017,LNS130587,Stewie,Dog,Pomeranian,"Chihuahua, Short Coat",14.92
2018,LN80564,Belle,Dog,"Retriever, Golden","Poodle, Standard",20.05
2017,LNS132475,Cookie,Dog,Havanese,Unknown,17.52
2018,LN30036,Fritz,Dog,"Schnauzer, Miniature",Unknown,18.12
2018,LN8000964,Iris,Dog,"Dachshund, Miniature Long Haired",Unknown,18.36
2018,LNS145458,Emmylou,Dog,"Terrier, American Pit Bull",Boxer,21.45
2018,LNS151144,Stella,Dog,Terrier,Mix,11.81
2017,LN140256,Finnegan,Dog,Terrier,Mix,12.71
2017,LN582368,Charlie,Dog,"Spaniel, American Cocker",Unknown,19.05
2017,LN580434,Wolfen,Dog,Rottweiler,Siberian Husky,19.3
2018,LN905902,Lucia,Dog,"Retriever, Labrador","Poodle, Standard",19.05
2017,LNS120344,Cheerio,Dog,"Griffon Vendeen, Petit Basset",Unknown,31.22
2018,LN8000295,Porter,Dog,"Retriever, Golden","Collie, Rough",26.46
2016,LNS101770,Tartufalo,Dog,Lagotto Romagnolo,Mix,13.92
2018,LN23815,Pippin,Dog,Shepherd,Mix,20.48
2018,LN20141,Penny,Dog,"Schnauzer, Miniature",Unknown,27.19
2018,LNS142990,Shadow,Dog,German Shepherd,Australian Shepherd,28.38
2018,LNS120444,Martha,Dog,Mix,"Retriever, Golden",11.49
2017,LNS126458,Michelle,Cat,Domestic Shorthair,Mix,4.24
2018,LN896435,Middy,Cat,Domestic Shorthair,Unknown,4.38
2018,LN824777,Huck,Cat,Domestic Longhair,Unknown,4.41
2018,LN8002143,Bernice,Cat,Domestic Shorthair,Domestic Shorthair,3.66
2017,LNS134970,Luna,Cat,Domestic Shorthair,Unknown,4.53
2018,LN204831,Macy,Cat,Siamese,Unknown,4.23
2018,LN350730,Beatrix,Cat,Domestic Shorthair,Unknown,4.2
2017,LN142046,Maizey,Cat,Domestic Shorthair,Unknown,4.7
2017,LN198426,Zomkio,Cat,Domestic Medium Hair,Unknown,4.82
2018,LN346553,Jessie,Cat,Domestic Medium Hair,Unknown,4.71
2017,LNS133445,Audrey,Cat,Domestic Shorthair,Unknown,4.38
2018,LNS100824,Pumpkin,Cat,Domestic Shorthair,Mix,4.09
2016,LNS123828,Scrappy,Cat,Domestic Shorthair,Unknown,4.82
2017,LNS105939,Dakota,Cat,Burmese,Mix,4.21
2017,LN142282,Phoebe,Cat,Domestic Shorthair,Unknown,4.99
2018,LNS136786,Duffle,Cat,Domestic Shorthair,Mix,4
2018,LNS146312,Stuart,Cat,Domestic Shorthair,Mix,4.29
2016,LN948984,Simba,Cat,Siamese,Unknown,4.49
2018,LNS110094,Suki,Cat,Domestic Shorthair,Mix,4.38
2018,LNS139753,Freddie,Cat,Domestic Shorthair,Mix,4.75
2017,LNS104916,Sage,Cat,Domestic Shorthair,Mix,4.18
2018,LNS127544,Thunder,Cat,Siamese,Unknown,4.37
2018,LN822802,Debbie Hairy,Cat,Domestic Shorthair,Unknown,4.2
2017,LN18581,Allie,Cat,Domestic Shorthair,Unknown,4.72
2017,LN949953,Jackson,Cat,Domestic Medium Hair,Unknown,4.34
2018,LNS145479,Nutmeg,Cat,Domestic Shorthair,Unknown,4.33
2018,LNS139776,Pepper,Cat,Domestic Shorthair,Mix,5.19
2018,LNS147256,Jo Montana,Cat,Domestic Shorthair,Mix,4.53
2018,LNS147257,Django,Cat,Domestic Shorthair,Mix,4.37
2018,LN586530,Starbuck,Cat,American Shorthair,Unknown,4.28
2017,LN203680,Lena,Cat,Domestic Shorthair,Unknown,4.45
2018,LN720485,Mish Mish,Cat,Domestic Shorthair,Unknown,4.62
2018,LN8000356,Cinnamon,Cat,Domestic Medium Hair,Mix,4.57
2017,LNS105554,Winston,Cat,Domestic Medium Hair,Unknown,4.76
2018,LNS114676,Chedi Club Tanah Gajah,Dog,Havanese,Unknown,15.98
2017,LNS101611,Emi-chan,Dog,"Terrier, Lakeland",Mix,22.62
